what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781210911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781216379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781308580
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781315172
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781316069
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781318685
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781318969
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781319805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781320078
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781334613
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781334877
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781339398
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781339702
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781343297
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781345431
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781367426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781401099
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368781416282
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781416741
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368781416839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1368781433734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781434637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781851960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781854333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781855621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368781860332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368793640231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368793640813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640106744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640109900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647906056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647907555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647914818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647924533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647924538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647932082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647937154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647941567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647942180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369647945531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369649724133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369649724668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369649805550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369649805933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369649810092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369719200582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369719200858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369731957119
started,bundle,org.jboss.tools.ws.jaxrs.ui,1.3.1.v20120715-0303-H143-Final,"org.jboss.tools.ws.jaxrs.ui",1369732036452
started,bundle,org.jboss.tools.ws.jaxrs.core,1.3.1.v20120715-0303-H143-Final,"org.jboss.tools.ws.jaxrs.core",1369732036622
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1369732043898
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1369732046442
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1369732048445
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1369732048493
started,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1369732050534
started,bundle,org.jboss.tools.common.el.ui,3.3.1.v20120715-0209-H81-Final,"org.jboss.tools.common.el.ui",1369732052634
started,bundle,org.jboss.tools.jst.web.kb,3.3.1.v20120715-0241-H93-Final,"org.jboss.tools.jst.web.kb",1369732053027
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1369732053356
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1369732068117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369732072291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369732233131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369733167609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369733171857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369735731006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369735741412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369906991663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369906995195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369907006186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369907010424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369907413078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369907415695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369911961451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369911962086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369981244002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369981246372
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1370521853990
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1370521853991
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1370521853992
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1370521853992
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1370521854021
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1370521854021
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1370521854078
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1370521854080
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1370521854080
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1370521854081
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1370521854111
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1370521854114
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1370521854114
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1370521854129
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1370521854130
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1370521854131
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1370521854161
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1370521854163
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1370521854164
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1370521854164
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1370521854241
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1370521854241
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1370521854342
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1370521854342
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1370521854343
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1370521854437
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1370521854438
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1370521854439
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1370521854496
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1370521854497
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1370521854513
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1370521854514
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1370521854514
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1370521854515
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1370521854598
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1370521854599
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1370521854600
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1370521854600
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1370521854601
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1370521854601
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1370521854668
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1370521854669
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1370521854669
