what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973731546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973732362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973732900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973734050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973736978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973779049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361973784228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973792871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973940159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973941642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973942715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361973946705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973949674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973967644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361973972710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973994739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361973996681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1361974000386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1361974006257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974013005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974015846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974021595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361974023472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1361974041646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1361974043137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361974056872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361974058160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361974082448
