what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966710050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966710154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966712324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966723355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359966725313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966726093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966727031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966729974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966730080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966732114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966741546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966744544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966746323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359966752258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966756169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966760222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359966762512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966766258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966766333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966769879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966769972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966782320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966782445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359966796464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359966827888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359966829806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359966835986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359966852826
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359966854622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359966860869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359966861976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359966877972
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359966889597
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359966889953
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359966891268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359966893129
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359966895641
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359966896065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359966913831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966923684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359966923818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1359966933165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359966951297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1359966960874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359966970329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359966979775
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359967038260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359967038495
