what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1360048785410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360048787309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360048795144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360048802384
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1360048804486
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360048807902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360048812148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360048819425
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1360048822941
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360048824595
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360048827374
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1360048844214
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1360048845787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048847888
error,log,,,"Server JBoss 7.1 Runtime Server failed to stop.",1360048851330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048852948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048853736
error,log,,,"Error connecting to jmx for server JBoss 7.1 Runtime Server",1360048862894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048864261
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1360048867660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048869818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048876082
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1360048876090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048883545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048886193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048892064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048946024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048947112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048950642
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1360048951737
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1360048954828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360048955792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360049043670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360049044496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360052655417
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360052660051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360052670564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360052681747
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360052683543
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360052690240
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360052692276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360052723179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360052846465
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360052851785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360053007283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360053030414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360053031836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1360053035789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360053037425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360053045584
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1360053051426
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1360053054235
