what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359982151452
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359982154801
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359982181294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982187982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982283904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982286546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982300862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982303241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982307754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982309556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982486456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982487380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982596222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982600868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982618053
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359982619423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982657694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982805267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359982805809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983301816
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359983304723
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359983311193
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359983313625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983313999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983317291
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359983318894
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1359983319480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359983327791
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359983341233
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359983343865
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359983344327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359983366424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983367871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983375237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359983378690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359983383580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983385179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983388126
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359983389797
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359983394745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359983395243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359984345024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359984358005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359984389358
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359984392267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359984395147
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359984407701
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359984408123
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359984415573
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359984417287
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359984418432
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359984418783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359984430189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359984435304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359984442590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359984444836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359984447285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359984448323
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359984449686
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359984450663
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359984468823
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359984469685
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359984471849
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359984474748
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1359984477113
