what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361339003079
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1361339004891
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361339005125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1361339005668
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361339005901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361339013732
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1361339014865
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1361339016450
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1361339016764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339019073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339024627
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1361339033757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339036622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339040643
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1361339040649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339050277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339054736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339056203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361339991201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361340032298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361342016553
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361342019574
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1361342025033
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361342025256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361342038321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361342068731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361342183009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361342188069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1361342194110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1361342265720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1361342266466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1361342428232
